payment_id,order_id,amount,status,payment_method
17937,29927,100,,Card
17938,1588,500 USD,,crypto
17939,20150,250,pending,crypto
17940,3604,,,Card
17941,24130,500 USD,PAID,crypto
17942,7256,250,pending,Cash
17943,28701,100,pending,Card
17944,2983,,pending,Card
17945,1095,,pending,Cash
17946,27064,500 USD,paid,crypto
17947,19546,100,PAID,Card
17948,4526,,pending,crypto
17949,15501,500 USD,,crypto
17950,19192,-50,,
17951,10547,,PAID,
17952,26815,500 USD,pending,crypto
17953,8438,,failed,Card
17954,16145,$500,paid,
17955,26144,$500,,Transfer
17956,21831,250,PAID,CARD
17957,17079,$500,pending,Transfer
17958,19183,250,,crypto
17959,21822,500 USD,failed,CARD
17960,16455,,paid,Card
17961,25421,250,pending,Transfer
17962,1804,500 USD,paid,Card
17963,19995,-50,,Transfer
17964,24610,-50,PAID,Cash
17965,13510,250,,crypto
17966,9071,$500,,Transfer
17967,2934,500 USD,,
17968,9349,$500,PAID,Transfer
17969,2770,250,PAID,
17970,21182,-50,pending,Transfer
17971,17178,,paid,Cash
17972,8528,250,,crypto
17973,7837,250,PAID,CARD
17974,23250,250,,Transfer
17975,14833,$500,failed,
17976,6301,$500,pending,
17977,8070,,failed,crypto
17978,18882,100,pending,
17979,22358,100,PAID,CARD
17980,29958,250,,Cash
17981,10167,,pending,
17982,23139,,failed,Transfer
17983,29961,-50,,Card
17984,7321,100,paid,Cash
17985,25905,250,PAID,Card
17986,9754,$500,pending,
17987,3706,-50,pending,crypto
17988,23633,$500,pending,Cash
17989,20999,$500,pending,Transfer
17990,4597,$500,paid,Transfer
17991,8861,-50,,
17992,30237,$500,failed,Cash
17993,21046,,pending,
17994,146,250,paid,Cash
17995,9068,500 USD,paid,Cash
17996,8072,$500,,Cash
17997,6531,250,,Cash
17998,9637,-50,,CARD
17999,22888,250,failed,crypto
18000,19401,$500,pending,crypto
18001,30000,500 USD,PAID,crypto
18002,7112,100,paid,CARD
18003,25170,100,,CARD
18004,23418,$500,paid,crypto
18005,8974,-50,PAID,Cash
18006,4481,,pending,Transfer
18007,28652,,paid,Transfer
18008,17693,500 USD,,CARD
18009,14108,$500,,crypto
18010,13253,$500,PAID,Card
18011,12885,-50,failed,crypto
18012,7836,500 USD,failed,Transfer
18013,26829,100,PAID,CARD
18014,22149,100,failed,crypto
18015,4265,250,,Card
18016,26028,-50,pending,crypto
18017,25840,250,,Cash
18018,26541,$500,,Card
18019,8787,,paid,Cash
18020,4616,-50,,Transfer
18021,13074,100,pending,
18022,28951,$500,paid,Cash
18023,8250,500 USD,pending,crypto
18024,6308,100,paid,
18025,15856,,,Card
18026,31375,$500,PAID,crypto
18027,20824,,failed,
18028,4106,100,,crypto
18029,12259,,failed,crypto
18030,25659,-50,failed,crypto
18031,21445,250,,Transfer
18032,587,500 USD,,Cash
18033,15491,500 USD,paid,crypto
18034,26576,250,pending,
18035,487,,,crypto
18036,27446,-50,,
18037,9587,,,CARD
18038,23180,-50,paid,crypto
18039,14954,,failed,Transfer
18040,17358,500 USD,,Card
18041,27894,500 USD,,Cash
18042,18131,,PAID,
18043,13723,250,paid,Card
18044,23063,$500,PAID,Card
18045,18610,-50,failed,Transfer
18046,11264,500 USD,PAID,CARD
18047,25390,$500,paid,Card
18048,19516,,,crypto
18049,23928,,paid,CARD
18050,8171,-50,failed,Card
18051,20243,$500,failed,Cash
18052,18418,500 USD,,
18053,26682,100,,crypto
18054,28389,500 USD,PAID,
18055,2116,250,PAID,Card
18056,16108,,failed,Cash
18057,14234,$500,failed,CARD
18058,3847,250,pending,CARD
18059,11664,500 USD,PAID,crypto
18060,14444,250,,Card
18061,15126,100,failed,
18062,23282,250,PAID,Card
18063,23545,-50,pending,crypto
18064,1043,$500,failed,Transfer
18065,18067,$500,pending,
18066,28275,-50,paid,Cash
18067,129,100,,crypto
18068,16523,,,Cash
18069,6297,-50,PAID,CARD
18070,18704,-50,failed,Cash
18071,14814,,failed,Card
18072,978,-50,pending,Card
18073,16659,-50,paid,Card
18074,12644,$500,pending,Transfer
18075,22692,,failed,CARD
18076,7540,$500,paid,Cash
18077,16845,100,failed,Transfer
18078,10727,500 USD,paid,Cash
18079,3127,500 USD,,crypto
18080,27440,100,pending,Cash
18081,28533,-50,failed,Cash
18082,13940,100,failed,
18083,17699,,pending,
18084,30773,500 USD,,crypto
18085,19617,$500,,
18086,17971,,paid,Card
18087,8915,250,paid,CARD
18088,14355,100,,Cash
18089,23426,100,,Cash
18090,7913,100,,CARD
18091,16627,,paid,Transfer
18092,17869,$500,pending,Card
18093,12750,500 USD,pending,CARD
18094,18078,100,,CARD
18095,10421,500 USD,paid,Cash
18096,2216,250,paid,Cash
18097,2791,-50,,crypto
18098,6527,$500,,
18099,4852,-50,failed,crypto
18100,16280,-50,paid,
18101,10352,,pending,CARD
18102,8474,100,,crypto
18103,6850,-50,,Card
18104,9012,100,pending,Transfer
18105,13619,100,paid,Transfer
18106,7372,-50,PAID,CARD
18107,12320,-50,,CARD
18108,31197,$500,,crypto
18109,21715,100,failed,crypto
18110,16992,500 USD,failed,CARD
18111,14711,500 USD,,CARD
18112,17712,,,Card
18113,25504,-50,,Card
18114,4737,-50,,Cash
18115,24766,$500,failed,crypto
18116,9680,,,crypto
18117,633,250,,Transfer
18118,30073,250,failed,Cash
18119,18340,500 USD,,Cash
18120,12774,100,PAID,CARD
18121,3462,250,pending,Transfer
18122,5749,$500,,Transfer
18123,18780,$500,paid,
18124,5547,,pending,CARD
18125,15461,$500,failed,CARD
18126,16761,500 USD,pending,Card
18127,12010,,PAID,Transfer
18128,27824,-50,PAID,Card
18129,15603,,,Cash
18130,31092,100,,Cash
18131,10565,-50,paid,Cash
18132,26894,100,,CARD
18133,29340,250,pending,CARD
18134,21925,250,pending,Cash
18135,25969,250,failed,Card
18136,8741,-50,paid,CARD
18137,11452,,,CARD
18138,24480,500 USD,pending,Cash
18139,28937,-50,pending,crypto
18140,7673,250,,CARD
18141,4567,,,
18142,10892,100,failed,
18143,27222,,PAID,CARD
18144,3917,,,CARD
18145,17945,100,paid,Transfer
18146,7546,,,Transfer
18147,16191,100,paid,Card
18148,13936,-50,paid,Card
18149,19919,$500,,Transfer
18150,14966,250,PAID,CARD
18151,15373,$500,pending,Card
18152,14179,$500,,
18153,9864,500 USD,pending,
18154,2291,-50,failed,CARD
18155,25308,,,Transfer
18156,18986,250,pending,Card
18157,621,250,,Card
18158,2477,-50,PAID,CARD
18159,3971,100,,crypto
18160,7242,500 USD,pending,CARD
18161,12864,250,failed,
18162,20171,-50,pending,
18163,4097,,paid,Card
18164,22642,500 USD,failed,Cash
18165,12328,250,paid,
18166,17916,-50,pending,Transfer
18167,27941,250,,Transfer
18168,5032,,failed,
18169,16257,,pending,Transfer
18170,22432,500 USD,,Cash
18171,20999,250,,CARD
18172,15904,,failed,Cash
18173,30659,-50,paid,Transfer
18174,14526,250,PAID,Transfer
18175,9389,250,,Transfer
18176,31081,100,PAID,CARD
18177,9329,,,
18178,5631,,,Transfer
18179,1286,-50,pending,Transfer
18180,4828,,failed,Card
18181,13100,500 USD,pending,Transfer
18182,22602,-50,,crypto
18183,13471,-50,PAID,Cash
18184,19069,250,pending,Transfer
18185,30150,$500,,CARD
18186,28855,250,paid,CARD
18187,29609,,paid,Transfer
18188,3680,100,,Cash
18189,26290,250,PAID,CARD
18190,5573,100,failed,Cash
18191,595,100,,Cash
18192,30327,-50,paid,Transfer
18193,11554,100,,Cash
18194,13760,$500,failed,Cash
18195,31612,,,crypto
18196,17414,-50,,Cash
18197,3543,100,failed,Card
18198,2642,-50,,crypto
18199,31953,250,failed,CARD
18200,913,250,pending,
18201,4180,500 USD,paid,Cash
18202,1922,-50,pending,Transfer
18203,7907,250,paid,
18204,18380,,paid,Cash
18205,26374,,paid,CARD
18206,18124,-50,PAID,Cash
18207,31531,250,,Card
18208,31760,,,CARD
18209,26424,500 USD,,
18210,15517,-50,paid,Transfer
18211,11228,,PAID,Cash
18212,20721,100,pending,Transfer
18213,22179,$500,paid,Transfer
18214,28935,500 USD,paid,
18215,22017,500 USD,pending,Card
18216,3379,,,
18217,877,$500,PAID,Cash
18218,6493,500 USD,pending,CARD
18219,29679,$500,,
18220,5243,$500,,CARD
18221,24198,100,failed,Cash
18222,30829,,PAID,
18223,29144,100,pending,CARD
18224,7250,-50,,
18225,5133,$500,PAID,Card
18226,21063,500 USD,pending,Transfer
18227,19046,100,failed,
18228,23752,,PAID,crypto
18229,27041,100,,Transfer
18230,22143,500 USD,,Card
18231,23720,,,crypto
18232,20809,,pending,CARD
18233,8028,,PAID,Transfer
18234,18819,500 USD,,Cash
18235,12746,-50,PAID,Card
18236,3825,500 USD,failed,crypto
18237,22332,100,pending,CARD
18238,17382,-50,,
18239,8041,250,,CARD
18240,7423,500 USD,,CARD
18241,21681,-50,failed,Cash
18242,20107,-50,,crypto
18243,10392,250,PAID,crypto
18244,7954,,,
18245,19749,-50,,crypto
18246,11309,,PAID,
18247,198,100,pending,Cash
18248,13138,-50,paid,crypto
18249,12309,100,pending,
18250,15563,,,Cash
18251,25298,100,,CARD
18252,20633,$500,PAID,Card
18253,14583,-50,,Transfer
18254,10925,-50,,
18255,25615,100,,
18256,3134,250,pending,Cash
18257,13311,500 USD,paid,Card
18258,13690,250,failed,Cash
18259,21608,$500,PAID,Transfer
18260,2851,$500,pending,Transfer
18261,29317,-50,paid,Transfer
18262,9560,250,failed,CARD
18263,5827,500 USD,pending,Card
18264,13062,500 USD,,CARD
18265,3115,500 USD,paid,
18266,1790,100,pending,crypto
18267,31512,100,PAID,Card
18268,15094,,pending,Card
18269,21389,,paid,CARD
18270,25495,100,PAID,CARD
18271,10129,-50,PAID,Transfer
18272,4815,-50,,Card
18273,16756,-50,,CARD
18274,2818,$500,,Card
18275,30174,$500,paid,Transfer
18276,27957,$500,pending,crypto
18277,5099,,paid,crypto
18278,30625,500 USD,PAID,Card
18279,22314,250,paid,crypto
18280,12332,$500,paid,
18281,21899,-50,,CARD
18282,31508,500 USD,PAID,CARD
18283,2431,-50,PAID,Cash
18284,30438,100,,
18285,17490,100,paid,
18286,19411,500 USD,failed,Cash
18287,2096,-50,pending,
18288,27975,250,,crypto
18289,20622,500 USD,failed,CARD
18290,8874,500 USD,paid,Transfer
18291,1703,250,PAID,Card
18292,10263,$500,,Cash
18293,31401,-50,,Transfer
18294,26947,,failed,Cash
18295,26374,500 USD,,Card
18296,22937,250,failed,Card
18297,3999,,pending,crypto
18298,21339,$500,failed,Card
18299,8058,500 USD,pending,Cash
18300,28351,$500,PAID,Cash
18301,25265,-50,,crypto
18302,785,250,PAID,Transfer
18303,16623,500 USD,PAID,crypto
18304,6747,250,pending,
18305,19423,-50,pending,CARD
18306,14470,100,PAID,CARD
18307,15908,500 USD,,Card
18308,27390,500 USD,pending,crypto
18309,21145,100,pending,Card
18310,19411,100,,
18311,6754,$500,failed,Card
18312,11493,100,pending,
18313,31104,-50,,crypto
18314,16126,,,Cash
18315,4576,,,CARD
18316,30482,$500,pending,Transfer
18317,188,250,failed,CARD
18318,13094,,,Transfer
18319,7595,100,failed,Transfer
18320,13312,$500,,Card
18321,4318,-50,,CARD
18322,5228,500 USD,paid,
18323,5513,$500,pending,CARD
18324,13615,500 USD,pending,crypto
18325,7944,,paid,Card
18326,6967,$500,PAID,crypto
18327,2285,250,,CARD
18328,88,250,failed,CARD
18329,15953,$500,PAID,Cash
18330,5179,$500,failed,Transfer
18331,9144,250,failed,Card
18332,4490,,pending,Cash
18333,18788,250,,Cash
18334,4991,250,paid,CARD
18335,18059,100,,CARD
18336,29932,-50,PAID,CARD
18337,18055,250,pending,
18338,6914,500 USD,failed,CARD
18339,25942,-50,pending,CARD
18340,814,$500,failed,Card
18341,5118,100,,crypto
18342,24652,$500,PAID,CARD
18343,10719,,failed,Cash
18344,2664,-50,,CARD
18345,1782,,pending,Cash
18346,21390,,,Card
18347,15181,-50,,
18348,13926,500 USD,pending,Card
18349,23291,100,,Transfer
18350,5713,250,paid,Card
18351,16146,500 USD,,Transfer
18352,28872,500 USD,paid,CARD
18353,18588,100,paid,Cash
18354,15867,500 USD,paid,
18355,11693,100,,Transfer
18356,26806,,PAID,CARD
18357,18228,250,,CARD
18358,1231,250,pending,Card
18359,18066,250,failed,crypto
18360,11926,100,pending,CARD
18361,28917,-50,paid,Card
18362,30316,100,PAID,Card
18363,15110,250,paid,
18364,20811,$500,pending,Cash
18365,15307,,,crypto
18366,9056,100,pending,crypto
18367,19512,500 USD,failed,
18368,17214,,,Transfer
18369,24036,500 USD,PAID,
18370,5968,$500,,Card
18371,11426,500 USD,PAID,Transfer
18372,31203,500 USD,paid,CARD
18373,3884,250,failed,
18374,17702,$500,PAID,
18375,15724,-50,PAID,
18376,15337,,paid,Transfer
18377,12887,,PAID,crypto
18378,26200,100,pending,CARD
18379,8342,-50,pending,
18380,3602,$500,paid,
18381,11917,,PAID,
18382,22220,-50,PAID,Cash
18383,4576,-50,,
18384,24148,500 USD,,Transfer
18385,2018,$500,pending,CARD
18386,29513,250,pending,Card
18387,4805,500 USD,PAID,Card
18388,10150,-50,paid,Card
18389,8879,100,,Card
18390,22377,500 USD,failed,CARD
18391,28129,100,pending,CARD
18392,13156,,,Cash
18393,16095,$500,failed,Transfer
18394,23845,$500,,
18395,19929,100,,Card
18396,6517,500 USD,PAID,Cash
18397,23767,$500,,Cash
18398,6040,-50,failed,crypto
18399,14427,-50,,Transfer
18400,6391,-50,pending,Card
18401,25938,-50,,CARD
18402,20196,,paid,Cash
18403,28163,$500,PAID,Transfer
18404,26867,250,failed,Card
18405,2465,$500,,crypto
18406,19054,250,paid,crypto
18407,21724,100,pending,Card
18408,8806,100,pending,
18409,15593,100,,Transfer
18410,20011,-50,,Card
18411,12484,-50,,CARD
18412,23587,$500,,Card
18413,29414,100,PAID,Card
18414,16184,100,failed,
18415,26733,,paid,CARD
18416,5448,100,failed,Cash
18417,4835,$500,pending,Transfer
18418,25427,500 USD,PAID,Transfer
18419,22490,$500,PAID,
18420,13558,-50,PAID,crypto
18421,20259,100,failed,Transfer
18422,22806,100,pending,Transfer
18423,16659,100,,
18424,17295,500 USD,PAID,crypto
18425,24028,-50,,Transfer
18426,8696,250,,crypto
18427,30633,100,,Transfer
18428,5976,100,paid,Transfer
18429,15116,250,,Cash
18430,24115,500 USD,PAID,Card
18431,19226,$500,PAID,
18432,15687,,failed,
18433,11295,250,PAID,CARD
18434,2473,500 USD,failed,CARD
18435,5912,,PAID,Transfer
18436,2350,,paid,Cash
18437,20662,,,
18438,11631,500 USD,PAID,Card
18439,428,100,PAID,
18440,23182,-50,,crypto
18441,8140,,pending,crypto
18442,18033,500 USD,PAID,crypto
18443,18834,250,pending,Transfer
18444,7320,$500,,crypto
18445,22469,-50,paid,CARD
18446,3529,100,paid,crypto
18447,17080,$500,paid,Card
18448,15193,$500,failed,CARD
18449,1810,100,,Transfer
18450,29848,100,PAID,
18451,24610,$500,,Transfer
18452,303,500 USD,failed,crypto
18453,25858,$500,failed,CARD
18454,10087,-50,paid,
18455,15833,250,PAID,crypto
18456,22737,100,,CARD
18457,697,,,
18458,27320,250,failed,
18459,17036,-50,PAID,Cash
18460,20508,-50,,CARD
18461,29243,100,paid,
18462,24068,$500,PAID,crypto
18463,31913,$500,,Cash
18464,8149,500 USD,pending,CARD
18465,17170,100,pending,crypto
18466,10619,500 USD,failed,Cash
18467,11152,250,pending,Card
18468,24102,-50,,Transfer
18469,31102,100,,CARD
18470,9770,,pending,Cash
18471,22384,250,PAID,Cash
18472,838,250,,CARD
18473,7810,,,
18474,29062,250,failed,CARD
18475,20767,500 USD,paid,Transfer
18476,17649,250,paid,CARD
18477,30386,$500,,CARD
18478,4817,100,PAID,Cash
18479,16194,,,crypto
18480,11776,100,paid,
18481,5388,500 USD,,
18482,997,500 USD,failed,CARD
18483,449,100,paid,Card
18484,11875,250,,CARD
18485,22588,500 USD,pending,CARD
18486,18214,250,paid,Card
18487,2519,250,PAID,Transfer
18488,1730,100,,crypto
18489,19459,-50,failed,
18490,18326,$500,paid,crypto
18491,9812,,failed,Transfer
18492,2163,100,,Transfer
18493,26067,250,PAID,
18494,27711,100,PAID,Cash
18495,25754,250,PAID,Card
18496,1191,250,,Transfer
18497,29453,-50,pending,CARD
18498,1560,$500,,crypto
18499,6378,-50,paid,CARD
18500,6712,100,PAID,CARD
18501,25302,100,,Cash
18502,22541,,PAID,Card
18503,5207,$500,PAID,CARD
18504,12474,100,PAID,Cash
18505,7358,,PAID,Transfer
18506,6151,,pending,Cash
18507,18704,250,failed,
18508,2559,$500,,crypto
18509,4531,100,PAID,Cash
18510,13726,$500,PAID,Card
18511,28537,500 USD,,crypto
18512,14263,250,PAID,Transfer
18513,4119,100,,Card
18514,168,100,,
18515,2464,,,Transfer
18516,553,-50,,
18517,20201,-50,,Card
18518,30660,$500,paid,
18519,565,,failed,crypto
18520,28818,250,PAID,Cash
18521,14550,500 USD,,Cash
18522,5785,-50,paid,Card
18523,4291,250,pending,crypto
18524,4784,250,paid,Transfer
18525,2255,500 USD,,
18526,29731,250,pending,Cash
18527,9973,$500,failed,Cash
18528,7233,500 USD,failed,CARD
18529,30825,250,paid,Card
18530,28782,-50,pending,
18531,13975,$500,failed,CARD
18532,4836,,failed,
18533,7436,100,,CARD
18534,25114,500 USD,pending,Cash
18535,18931,250,pending,CARD
18536,1694,,pending,Cash
18537,29752,500 USD,paid,Transfer
18538,29047,,,Card
18539,7699,,failed,
18540,20582,100,PAID,Card
18541,13926,-50,pending,CARD
18542,10934,500 USD,failed,CARD
18543,16007,-50,PAID,
18544,17046,-50,PAID,CARD
18545,2824,$500,PAID,
18546,6503,250,,CARD
18547,8687,,failed,Card
18548,9276,-50,failed,CARD
18549,24697,100,,Transfer
18550,14263,$500,paid,crypto
18551,23258,500 USD,,
18552,29101,500 USD,paid,
18553,7358,-50,,Transfer
18554,23039,100,paid,Card
18555,27365,250,pending,Cash
18556,7471,,PAID,Cash
18557,1659,,PAID,Card
18558,26033,,,
18559,22887,250,paid,CARD
18560,25736,250,paid,crypto
18561,19971,$500,paid,Cash
18562,27566,100,pending,Cash
18563,14926,,,Transfer
18564,8912,,,crypto
18565,31983,$500,pending,CARD
18566,29436,,pending,
18567,3950,-50,,
18568,18422,500 USD,,Transfer
18569,20036,-50,PAID,
18570,31917,100,paid,crypto
18571,2682,,,CARD
18572,19331,$500,pending,CARD
18573,20150,-50,paid,CARD
18574,9348,$500,,
18575,3714,-50,paid,Transfer
18576,19318,250,failed,Cash
18577,5727,$500,,Cash
18578,28711,-50,paid,
18579,24218,$500,failed,
18580,30413,-50,failed,Card
18581,14413,500 USD,PAID,CARD
18582,31167,100,,CARD
18583,6088,-50,PAID,CARD
18584,21900,,pending,CARD
18585,18050,100,PAID,CARD
18586,6528,500 USD,failed,
18587,9994,100,pending,
18588,26856,500 USD,failed,Card
18589,10730,100,pending,Card
18590,15628,100,PAID,Card
18591,24584,100,,
18592,10685,250,failed,Transfer
18593,27905,,,
18594,26862,-50,PAID,Card
18595,21714,500 USD,failed,
18596,8855,100,PAID,
18597,7136,$500,,crypto
18598,2734,$500,,Transfer
18599,5002,,,CARD
18600,10753,,failed,crypto
18601,29664,$500,pending,Transfer
18602,19381,$500,PAID,Card
18603,20910,500 USD,failed,crypto
18604,469,100,PAID,
18605,18176,,pending,Cash
18606,16806,-50,,
18607,15766,500 USD,,
18608,14103,500 USD,,CARD
18609,13866,$500,PAID,Card
18610,666,100,pending,Cash
18611,12767,$500,paid,crypto
18612,18286,500 USD,failed,Transfer
18613,31224,-50,,crypto
18614,15183,250,,crypto
18615,7851,500 USD,failed,
18616,23510,500 USD,,
18617,9886,$500,failed,Card
18618,6472,250,paid,Cash
18619,25178,$500,,crypto
18620,10186,250,pending,CARD
18621,12776,100,paid,Transfer
18622,12953,,,Transfer
18623,6612,,pending,Cash
18624,5865,250,failed,
18625,16567,,paid,Cash
18626,26310,-50,,CARD
18627,4959,,PAID,
18628,2363,100,failed,
18629,12707,250,pending,Transfer
18630,14183,100,failed,CARD
18631,3880,,paid,Cash
18632,6972,,PAID,Transfer
18633,10655,,pending,crypto
18634,20722,-50,,Card
18635,29463,100,paid,Card
18636,16520,$500,pending,CARD
18637,18792,500 USD,,CARD
18638,19053,100,paid,Transfer
18639,19357,100,PAID,Cash
18640,25302,250,,
18641,18508,500 USD,,crypto
18642,8723,-50,PAID,Cash
18643,8397,500 USD,pending,Cash
18644,17576,$500,PAID,crypto
18645,27154,$500,failed,CARD
18646,4440,,failed,
18647,25445,-50,paid,crypto
18648,1956,,,CARD
18649,4245,250,failed,crypto
18650,5738,-50,,Cash
18651,24020,,,CARD
18652,2961,-50,paid,Cash
18653,18117,250,PAID,Cash
18654,593,500 USD,failed,Transfer
18655,191,250,failed,Card
18656,30447,$500,,CARD
18657,28424,$500,failed,Transfer
18658,9915,,,CARD
18659,617,-50,PAID,
18660,24997,500 USD,paid,Card
18661,82,100,PAID,crypto
18662,11553,100,failed,Cash
18663,7906,$500,paid,Transfer
18664,20020,$500,pending,Card
18665,30101,100,PAID,crypto
18666,26456,100,pending,Cash
18667,3652,100,,Card
18668,24874,500 USD,,Transfer
18669,29134,,,crypto
18670,3912,-50,PAID,Transfer
18671,28210,250,paid,Transfer
18672,4299,500 USD,pending,Cash
18673,8661,250,pending,
18674,22340,250,paid,
18675,9369,500 USD,,
18676,12464,$500,failed,crypto
18677,8472,100,,Cash
18678,3630,500 USD,paid,crypto
18679,8366,$500,,Cash
18680,3754,-50,pending,crypto
18681,25744,-50,,Cash
18682,25041,-50,PAID,Transfer
18683,5609,500 USD,,Card
18684,31164,500 USD,,crypto
18685,27128,100,failed,
18686,11662,,pending,crypto
18687,15199,-50,,crypto
18688,11456,100,,Card
18689,6073,250,failed,CARD
18690,25516,500 USD,,CARD
18691,11455,$500,paid,CARD
18692,31991,,paid,Card
18693,16375,$500,,Transfer
18694,8967,100,failed,crypto
18695,26200,250,,crypto
18696,1166,500 USD,PAID,crypto
18697,14688,100,paid,crypto
18698,21023,-50,,Transfer
18699,21275,-50,pending,crypto
18700,26355,,,crypto
18701,30933,100,pending,Cash
18702,16927,250,paid,crypto
18703,29550,100,pending,crypto
18704,2512,,PAID,crypto
18705,28297,250,PAID,Cash
18706,22760,100,paid,Cash
18707,1379,500 USD,failed,crypto
18708,17732,,failed,Transfer
18709,18990,250,paid,Card
18710,8814,-50,PAID,crypto
18711,17790,-50,,
18712,24169,,,
18713,14891,250,,crypto
18714,28283,$500,paid,crypto
18715,11929,250,paid,CARD
18716,11056,500 USD,,Card
18717,14658,500 USD,pending,Cash
18718,23420,-50,,Cash
18719,8798,250,,
18720,24766,-50,PAID,Cash
18721,31196,500 USD,paid,CARD
18722,10791,500 USD,PAID,Cash
18723,28794,500 USD,,
18724,588,-50,,Card
18725,7939,-50,paid,Cash
18726,20790,$500,PAID,CARD
18727,16517,-50,pending,CARD
18728,19206,,PAID,CARD
18729,22077,,failed,Card
18730,2270,100,,Transfer
18731,26567,100,,CARD
18732,21968,100,,CARD
18733,19956,100,PAID,Transfer
18734,19732,,pending,crypto
18735,26748,100,pending,CARD
18736,29852,100,pending,
18737,11620,-50,paid,Card
18738,17387,$500,PAID,CARD
18739,16465,250,pending,CARD
18740,18750,250,pending,
18741,5578,-50,,Cash
18742,11749,500 USD,,crypto
18743,30342,250,,crypto
18744,20674,500 USD,paid,Card
18745,11797,-50,PAID,Transfer
18746,13602,100,,Card
18747,1372,100,failed,
18748,264,100,failed,Card
18749,7046,-50,paid,Transfer
18750,21024,,failed,
18751,19277,$500,pending,crypto
18752,135,-50,,crypto
18753,2055,500 USD,PAID,crypto
18754,22459,500 USD,PAID,
18755,11380,,,Cash
18756,1631,-50,pending,Transfer
18757,28875,500 USD,,crypto
18758,18414,100,,
18759,27420,100,,crypto
18760,10907,-50,failed,CARD
18761,20081,$500,PAID,Card
18762,22472,100,,Cash
18763,23686,,pending,crypto
18764,29019,250,failed,
18765,20585,100,paid,
18766,14329,,paid,
18767,28993,-50,PAID,
18768,24293,250,paid,
18769,2587,250,PAID,CARD
18770,13744,250,PAID,CARD
18771,24433,,failed,
18772,109,100,,
18773,9422,-50,pending,Transfer
18774,23989,-50,,
18775,29057,500 USD,paid,crypto
18776,14226,-50,failed,CARD
18777,1965,-50,,
18778,9016,500 USD,paid,
18779,13339,500 USD,failed,CARD
18780,3868,$500,paid,Transfer
18781,21442,$500,pending,Transfer
18782,22306,250,paid,CARD
18783,25265,100,failed,Cash
18784,130,100,pending,crypto
18785,7748,,PAID,CARD
18786,19165,-50,,Transfer
18787,27064,-50,pending,crypto
18788,10600,$500,,CARD
18789,8922,500 USD,failed,CARD
18790,685,500 USD,paid,Card
18791,3471,,pending,CARD
18792,18021,500 USD,PAID,Transfer
18793,23724,500 USD,,
18794,11494,,PAID,Card
18795,5738,500 USD,pending,CARD
18796,7196,,,crypto
18797,16336,-50,pending,CARD
18798,3847,500 USD,PAID,
18799,2159,-50,pending,CARD
18800,27592,100,,CARD
18801,19982,500 USD,paid,crypto
18802,21054,500 USD,failed,Card
18803,20436,500 USD,paid,Card
18804,6948,500 USD,,CARD
18805,31309,-50,,Cash
18806,16952,100,PAID,
18807,23954,$500,pending,crypto
18808,22855,100,PAID,CARD
18809,10140,500 USD,paid,Cash
18810,12051,500 USD,failed,Transfer
18811,24124,-50,,Cash
18812,21704,,paid,Cash
18813,2532,250,PAID,CARD
18814,19222,,failed,Card
18815,8710,500 USD,paid,Card
18816,25101,-50,failed,
18817,20663,,,Transfer
18818,12547,,,crypto
18819,29462,100,paid,Card
18820,812,250,PAID,Card
18821,12268,100,,
18822,29903,-50,failed,
18823,13251,-50,,Transfer
18824,9851,-50,paid,crypto
18825,16065,100,PAID,crypto
18826,4043,100,failed,Cash
18827,2130,500 USD,,Cash
18828,1517,250,failed,
18829,6903,100,paid,Transfer
18830,19203,,,
18831,29089,-50,failed,Card
18832,28833,250,failed,crypto
18833,10359,500 USD,failed,CARD
18834,23561,,paid,CARD
18835,18656,100,pending,Cash
18836,11186,-50,PAID,
18837,20543,$500,pending,Cash
18838,6313,250,paid,
18839,5655,500 USD,failed,Card
18840,1554,,failed,crypto
18841,14973,100,,
18842,20105,$500,pending,
18843,28335,-50,PAID,CARD
18844,6709,,,crypto
18845,27296,,pending,crypto
18846,5805,250,,Card
18847,14947,250,,CARD
18848,4196,$500,PAID,Transfer
18849,10264,500 USD,PAID,CARD
18850,26060,250,failed,
18851,17571,500 USD,PAID,CARD
18852,25865,100,,CARD
18853,11777,250,,crypto
18854,6665,,failed,Cash
18855,23908,250,,CARD
18856,27368,250,PAID,Cash
18857,27078,250,paid,
18858,1376,,,Cash
18859,2997,,paid,Transfer
18860,24902,$500,paid,Cash
18861,27194,-50,failed,
18862,2655,$500,,Cash
18863,26469,$500,failed,crypto
18864,14548,-50,,crypto
18865,22206,-50,PAID,CARD
18866,5959,-50,PAID,Transfer
18867,20320,$500,paid,CARD
18868,14670,250,PAID,Transfer
18869,25056,100,pending,Cash
18870,4735,500 USD,PAID,
18871,22246,500 USD,failed,crypto
18872,5978,250,,
18873,25591,$500,,
18874,18813,100,,
18875,20183,500 USD,paid,
18876,15549,,pending,crypto
18877,25123,,paid,Transfer
18878,20143,-50,PAID,Card
18879,13259,-50,,Card
18880,31454,-50,,Transfer
18881,26342,100,paid,
18882,25387,-50,,Transfer
18883,447,100,failed,Transfer
18884,22892,-50,failed,Card
18885,19911,,,CARD
18886,11904,500 USD,,CARD
18887,31873,$500,,Card
18888,5126,,paid,Transfer
18889,17019,,,CARD
18890,11194,,PAID,Cash
18891,18568,,,Transfer
18892,25773,250,PAID,Card
18893,19634,250,failed,crypto
